File,Line,Column,DefaultLevel,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint,ToolVersion,RuleId,HelpUri
rt-thread/bsp/x86/drivers/keyboard.h,134,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char    buf[KB_IN_BYTES];,05a7f6b3904802dfdae7aaf79a0baf44e45a875dd300e6282c5291c9485e2844,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/bsp/zynqmp-r5-axu4ev/drivers/Zynq_HAL_Driver/emacps_v3_11/xemacps_bdring.c,311,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"        memcpy((void *)CurBd, SrcBdPtr, sizeof(XEmacPs_Bd));",94a42fec8b339dac4c7e2742493d0acc55d45ea20f0830e456bb19ad68d0eccb,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/zynqmp-r5-axu4ev/drivers/drv_sdcard.c,285,5,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"    memcpy(buff, dataramfs + (sector * SECTORSIZE), count * SECTORSIZE);",56825f28e21bc338859dbe9580265ea0523650310dd3776fd1b5c9d8440f813a,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/zynqmp-r5-axu4ev/drivers/drv_sdcard.c,330,5,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"    memcpy(dataramfs + (sector * SECTORSIZE), buff, count * SECTORSIZE);",f1ef0fa296bdfc4e86f6e3748d0049021439689ee48ce1069b7eebce4ea1ac0c,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/zynqmp-r5-axu4ev/drivers/drv_sdcard.c,338,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char sdlock_name[20];,43625500afd6a79f22807ab3c021670e77e9e97175c1aa5ef3bbbebaa9846c34,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/bsp/CME_M7/StdPeriph_Driver/inc/cmem7_retarget.h,60,5,1,1,buffer,fgetc,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",int fgetc(FILE *f) {,600e0ee6e806f564409e1a57ae3346ab1e53b31a5f355c6a26329931dc4da6c0,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/Infineon/libraries/IFX_PSOC6_HAL/mtb-hal-cat1/source/cyhal_utils.c,100,9,1,1,buffer,equal,Function does not check the second iterator for over-read conditions (CWE-126).,This function is often discouraged by most C++ coding standards in favor of its safer alternatives provided since C++14. Consider using a form of this function that checks the second iterator before potentially overflowing it.,,CWE-126,"        equal &= _cyhal_utils_map_resources_equal(first, curr);",8a4a9cf48a93096cba3fcee25cd3c46251dad41eb76271f0e8bb0498cd0bf0b7,2.0.19,FF1071,https://cwe.mitre.org/data/definitions/126.html
rt-thread/bsp/Infineon/libraries/IFX_PSOC6_HAL/mtb-hal-cat1/source/cyhal_utils.c,104,12,1,1,buffer,equal,Function does not check the second iterator for over-read conditions (CWE-126).,This function is often discouraged by most C++ coding standards in favor of its safer alternatives provided since C++14. Consider using a form of this function that checks the second iterator before potentially overflowing it.,,CWE-126,    return equal;,3d02fe8698b90c514f90434bcf4a451ca62be1503ea03249e0e466a2daebd6b8,2.0.19,FF1071,https://cwe.mitre.org/data/definitions/126.html
rt-thread/bsp/Infineon/libraries/IFX_PSOC6_HAL/mtb-pdl-cat1/drivers/include/cy_sd_host.h,1426,35,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","    bool                          read;                /**< true = Read from the card, false = Write to the card. */",382e350948496daea022b3627acbcb850c51405c3db8aaf77be289994cbd83da,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/Infineon/libraries/IFX_PSOC6_HAL/mtb-pdl-cat1/drivers/include/cy_smif_memslot.h,869,20,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",        if(NULL != read),5525345e66c118f65696ef7d727c8bac2938af3026e0030ea0e2caec5588a22d,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/Infineon/libraries/IFX_PSOC6_HAL/mtb-pdl-cat1/drivers/include/cy_smif_memslot.h,930,20,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",        if(NULL != read),5525345e66c118f65696ef7d727c8bac2938af3026e0030ea0e2caec5588a22d,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/Infineon/libraries/IFX_PSOC6_HAL/mtb-pdl-cat1/drivers/include/cy_smif_memslot.h,982,16,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",    if(NULL != read),5525345e66c118f65696ef7d727c8bac2938af3026e0030ea0e2caec5588a22d,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/Infineon/libraries/IFX_PSOC6_HAL/mtb-pdl-cat1/drivers/source/cy_sd_host.c,5004,88,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","            transferMode |= _BOOL2FLD(SDHC_CORE_XFER_MODE_R_DATA_XFER_DIR, dataConfig->read);",b252c4363dd7df6e092c73c0589afb53b35ca6581ab2d772ac70001324654dd3,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/Infineon/libraries/IFX_PSOC6_HAL/mtb-pdl-cat1/drivers/source/cy_syslib.c,167,12,1,1,buffer,strncpy,Easily used incorrectly; doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120).,,,CWE-120,"    (void) strncpy(cy_assertFileName, file, CY_MAX_FILE_NAME_SIZE);",b9b9b7154c81233dfec3482fc742f9db91986a489e27c71091b9d66b8bded80d,2.0.19,FF1008,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/Infineon/libraries/IFX_PSOC6_HAL/mtb_shared/usbdev/cy_usb_dev_cdc.c,594,30,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,        uint32_t stringLen = strlen(string);,7e15ca3dcd4bfcb7a9704ff5656ff50f85fabcc0721b18f02ebad5cbea0d3161,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/bsp/Infineon/libraries/IFX_PSOC6_HAL/retarget-io/cy_retarget_io.c,319,27,1,1,buffer,fgetc,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",__attribute__((weak)) int fgetc(FILE* f),c982fc9993a14f27cd911badcb598a94c4eea0940899a376b907d3583700c613,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/airm2m/air105/libraries/HAL_Driver/Src/bsp_common.c,225,28,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,    uint32_t paramStrLen = strlen((char *)pStr);,f78d3b4bc7fa5a3e0f440cc600a8529fa620a9dfc8b179cf9cb7d287ae69b75f,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/bsp/allwinner/d1s/ports/fal/fal_norflash_sfud_port.c,19,12,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","static int read(long offset, uint8_t *buf, size_t size);",4ff7a857d5176328efb6497af6a1e013412f3c0cfe6bf3b870423c948141956c,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/d1s/ports/fal/fal_norflash_sfud_port.c,30,13,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","     {init, read, write, erase}",f62a5b743e8955fb26d2c465460c0fdf5cfe19723b446b422593509274fcd5f8,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/d1s/ports/fal/fal_norflash_sfud_port.c,33,12,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","static int read(long offset, uint8_t *buf, size_t size)",817987e32b069c4aea875aaebd22377b616f2ca19620fb8ae68321bc863ac88b,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/d1s/ports/fal/fal_sd_sfud_port.c,22,12,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","static int read(long offset, uint8_t *buf, size_t size);",4ff7a857d5176328efb6497af6a1e013412f3c0cfe6bf3b870423c948141956c,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/d1s/ports/fal/fal_sd_sfud_port.c,31,12,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","    {init, read, write, erase}",f62a5b743e8955fb26d2c465460c0fdf5cfe19723b446b422593509274fcd5f8,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/d1s/ports/fal/fal_sd_sfud_port.c,34,12,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","static int read(long offset, uint8_t *buf, size_t size)",817987e32b069c4aea875aaebd22377b616f2ca19620fb8ae68321bc863ac88b,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/libraries/drivers/drv_lcd.c,597,9,1,1,buffer,strncpy,Easily used incorrectly; doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120).,,Risk is low because the source is a constant string.,CWE-120,"        strncpy(info->id, ""lcd"", sizeof(info->id));",ea015ff974755f921ec05179933dc21ef6f9f148f6f3b1a252da11e53a0b6e33,2.0.19,FF1008,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/libraries/drivers/sdmmc/drv_sdmmc.c,98,14,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","    if (dev->read(dev, 0, mbr_buf, 1) != 1)",72fda813a719a4c4c2e72aabfdf34587c4d47d9a13f3fe351255034654684c4c,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/libraries/libos/src/os.c,81,13,1,1,obsolete,usleep,"This C routine is considered obsolete (as opposed to the shell command by the same name).   The interaction of this function with SIGALRM and other timer functions such as sleep(), alarm(), setitimer(), and nanosleep() is unspecified (CWE-676).",Use nanosleep(2) or setitimer(2) instead.,,CWE-676,rt_weak int usleep(unsigned int usecs),3fea75e9ccfc0cd5ff59931211d24bb085ae583af604c599eb0858611e8217c6,2.0.19,FF1069,https://cwe.mitre.org/data/definitions/676.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/disp2/disp/de/disp_private.c,65,14,4,1,buffer,sprintf,Does not check for buffer overflows (CWE-120).,"Use sprintf_s, snprintf, or vsnprintf.",Risk is low because the source is a constant character.,CWE-120,"    count += sprintf(buf + count, ""\n"");",e068cab1d91da7ee4984582824b6d286043edd700192221a054bea06b59c7da8,2.0.19,FF1015,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/disp2/disp/de/disp_tv.c,834,37,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"        memcpy((void *)status, str, strlen(str) + 1);",be648d3afeea6cee6508fed9b8e264ebc25dfc5d300ec496061f6f7afbbf7a9f,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/disp2/disp/disp_sys_intf.c,294,40,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"            memcpy((void *)value, str, strlen(str) + 1);",d07d15848e7d578f484da7185a74a4576d3f42a55ca16db623fbc9ee71e60ca8,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/disp2/disp/disp_sys_intf.c,326,48,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"            memcpy((void *)value, (void *)str, strlen(str) + 1);",42a5baef9fbcabd166cc9152e918e66d6cc618200fac02fd8eb23aea6737a7d9,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/disp2/disp/disp_sys_intf.c,344,56,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"                memcpy(gpio_info->gpio_name, sub_name, strlen(sub_name) + 1);",f8dd69ca6fb95cc399f2f0b8f311c8fb79a1538c74c4d89d4da20eb51ea0d4b9,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/disp2/soc/disp_board_config.c,76,45,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"                memcpy(value, cur[i].v.str, strlen(cur[i].v.str) + 1);",24571fbcab9e215108796307acde2ec1c0435b962e682cdf0a494b8d285345b0,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/disp2/soc/disp_board_config.c,85,56,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"                memcpy(gpio_info->gpio_name, sub_name, strlen(sub_name) + 1);",f8dd69ca6fb95cc399f2f0b8f311c8fb79a1538c74c4d89d4da20eb51ea0d4b9,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/efuse/efuse.c,331,13,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,        if (strlen(key_map->name) != strlen(key_name)) {,4b3d6c61f17b0209ad199c28d5bd5af3174e20af37d7cd778c848c405bd07ba1,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/efuse/efuse.c,331,38,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,        if (strlen(key_map->name) != strlen(key_name)) {,4b3d6c61f17b0209ad199c28d5bd5af3174e20af37d7cd778c848c405bd07ba1,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/efuse/efuse.c,334,46,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"        if (!memcmp(key_name, key_map->name, strlen(key_map->name))) {",9267c4b50c08d375347c4d4c4da09d62d2a5f13deaf7f8229b3d0b6f8f2e98c9,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/efuse/hal_efuse.c,51,10,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,    if ((strlen(key_name) == 0)|| (key_len == 0) || ((unsigned long)key_data%4 != 0)),a3d5ef028835d9da6d1238906afd2cc36b6203b30e9d59a9fffc94d3efd47807,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/msgbox/msgbox_amp/msgbox_amp.c,88,28,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","                  uint32_t read, uint32_t write)",ee85c785a42aa1891eefc46a2625b4126fafb178836007df93845e83f2428e24,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/msgbox/msgbox_amp/msgbox_amp.c,92,20,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",    edp->read_ch = read;,692abec143e7c01827e136ae19b5e7af1e5ae03a11b179a1be46f11ef162a80c,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/msgbox/msgbox_sx/msgbox_adapt.c,41,28,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","                  uint32_t read, uint32_t write)",ee85c785a42aa1891eefc46a2625b4126fafb178836007df93845e83f2428e24,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/msgbox/msgbox_sx/msgbox_adapt.c,58,40,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","    chl = msgbox_alloc_channel_sx(msg, read, MSGBOX_CHANNEL_RECEIVE,",5a35f62660a898c3c55aaa5026b15127ce0a61134fae36b22513245041d7949b,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/msgbox/msgbox_sx/msgbox_sx.c,132,79,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","static int msg_queue_read_sx(struct messagebox *mb, int queue, unsigned long *read)",89d32cb79f210e7160bff829498192b49bd6cb3aab9cfdd2594079520c0f77f9,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/msgbox/msgbox_sx/msgbox_sx.h,48,32,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",                unsigned long *read);,e00e4852b798bab65c5c8d716bf801cb0a02c8a7364ba6a857fcd2b640f9e1a3,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/phy/hal_miiphyutil.c,100,17,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","    ret = ldev->read(bus->name, addr, reg, &val);",09e074d42365c17ebd9aea564271b3ed0906614aac89c946b28264760f6bd73b,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/phy/hal_miiphyutil.c,119,21,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","              int (*read)(const char *devname, unsigned char addr,",07cd97779df5fd8989be628483aa90be5cc729cd587465c1ce027920bb650c1a,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/phy/hal_miiphyutil.c,127,12,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,    BUG_ON(strlen(name) >= MDIO_NAME_LEN);,f7e7114fc27b044d880bfb0abc6b3a6bd15e6dc5053cc723fa96696ad25a4389,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/phy/hal_miiphyutil.c,149,5,1,1,buffer,strncpy,Easily used incorrectly; doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120).,,,CWE-120,"    strncpy(new_dev->name, name, MDIO_NAME_LEN);",f271e34289e379f5cbe0819b1ca2462db6acf27acb8c98f93b89d0c607979b29,2.0.19,FF1008,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/phy/hal_miiphyutil.c,151,18,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",    ldev->read = read;,32962480e829909fa7ff33c3fa75464d8003dfd078fd436a091f7afd829f4a1e,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/phy/hal_miiphyutil.c,156,33,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","           new_dev->name, ldev->read, ldev->write);",ad93c2efc21eac715a33889dada142ccb8bca9fa4842191209e8210653230b33,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/phy/hal_miiphyutil.c,183,37,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",    if (!bus || !bus->name || !bus->read || !bus->write),29cb6144fb96677c353b0ca5d189f26b5f8c66aef9b9a3a4caf710de46053085,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/phy/hal_miiphyutil.c,311,16,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","    ret = bus->read(bus, addr, MDIO_DEVAD_NONE, reg);",d16a61280f167052366f3f7f6308fd1a42e1578e7a38e87636b1c6ba5767df0c,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/phy/hal_phy.c,615,20,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","    phy_reg = bus->read(bus, addr, devad, MII_PHYSID1);",3a95773d4585c57fcf58d83dd2f1b6baf7faea0396a409f9bed4666c6120d984,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/phy/hal_phy.c,623,20,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","    phy_reg = bus->read(bus, addr, devad, MII_PHYSID2);",00bbe47fe4a5092667a3aaa0e769c6873b1f9e6c3cba64081bc54b27f59a0c36,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/sdmmc/blkpart.c,249,27,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","        ret = spinor_dev->read(spinor_dev, addr / blk->page_bytes, page_buf, blk->page_bytes / blk->page_bytes);",1d8195277f797ba3bc6306806a244e192504d1e2121fdbb6bb748d6587155f74,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/sdmmc/blkpart.c,274,27,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","        ret = spinor_dev->read(spinor_dev, offset / blk->blk_bytes, (char *)data, len / blk->blk_bytes);",14c0420c4fcc3d76ba3c762caab5465b852a877f3899ed2271c90015dae73b5b,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/sdmmc/blkpart.c,296,27,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","        ret = spinor_dev->read(spinor_dev, offset / blk->blk_bytes, page_buf, blk->page_bytes / blk->page_bytes);",4da57a18b99048be57f1599fcbcbf515feb5c802b17fac042b6ffe72aeecd601,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/sdmmc/blkpart.c,344,16,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","    ret = dev->read(dev, align_addr, read_buf, blk->blk_bytes);",e3158d9bf612ba82d72fdcfd74c11d31ffb747a6780e635e77ffaf83a68fe57c,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/sdmmc/blkpart.c,468,27,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","        ret = spinor_dev->read(spinor_dev, addr / blk->blk_bytes, blk_buf, blk->blk_bytes / blk->blk_bytes);",e21839ff59e1a26dca2273067db2f3803a943d3accd7cfa46e94e795ce581bee,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/sdmmc/blkpart.c,515,27,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","        ret = spinor_dev->read(spinor_dev, offset / blk->blk_bytes, blk_buf, blk->blk_bytes);",0db3b925eadd3e49cc191cfeca47c4101232574f49179f010bb8e60b57b1347d,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/sdmmc/cmd/cmd_sd.c,533,11,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,    len = strlen(cmd);,daa46f72c1ed7e6131b66da10f890fd428c52d0afd7b266c316726807b056b45,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/sdmmc/cmd/cmd_sd.c,672,32,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,    vTaskList( pcWriteBuffer + strlen( pcHeader ) );,7f9a13e3ca3fc4e78a54b57c40f9d4f617628b9e6852325f4a2b9cb57ef91acb,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/bsp/allwinner/libraries/sunxi-hal/hal/source/sdmmc/sdio.c,106,19,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,        string += strlen(string) + 1;,93d035768d7e3c140be40e47d80449a99a35f4d2cbe153952ea915595eb7dfbf,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
